symbol,model,date,exit_date,entry,stop,exit,qty,value,cost,exit_reason,hold_days,r_multiple,pnl,pct
GLAXO,reversal,2025-05-05,2025-06-02,2783.1439365779647,2480.8592533562833,3189.899658203125,25,69578.59841444912,173.94649603612282,time,20,1.3456048030288874,9994.946544592885,0.14364972523673705
MANAPPURAM,momentum,2025-05-12,2025-06-06,227.68241259441513,220.07366824555547,242.89990129213444,683,155507.08780198553,388.76771950496385,target,19,2.0,10004.77706103733,0.06433646981915629
SYRMA,reversal,2025-05-12,2025-06-09,543.4371621248971,430.96015983869614,545.9299926757812,69,37497.1641866179,93.74291046654474,time,20,0.022163024442463996,78.26239754446163,0.0020871551020488145
ANURAS,momentum,2025-05-26,2025-06-11,994.3510488990939,936.5592650461044,1109.934616605073,138,137220.44474807495,343.0511118701874,target,12,2.0,15607.481231554917,0.11374020292828028
GODFRYPHLP,momentum,2025-05-19,2025-06-16,2760.8915012311927,2543.6166258760795,2692.982177734375,35,96631.20254309174,241.57800635772935,time,20,-0.3125502816919213,-2618.404328746349,-0.027096882371702838
CCL,reversal,2025-05-19,2025-06-16,761.3529804766121,558.5293498366063,801.002685546875,37,28170.060277634646,70.42515069408661,time,20,0.19548858752379655,1396.613936905642,0.04957795344209719
AUBANK,momentum,2025-06-02,2025-06-18,723.404479140818,690.6701344231528,788.8731685761484,228,164936.2212441065,412.3405531102663,target,12,2.0,14514.520638145055,0.08800080739489893
DATAPATTNS,reversal,2025-05-26,2025-06-23,2817.38680063252,2024.4969380799919,3008.097900390625,10,28173.868006325203,70.43467001581301,time,20,0.2405265961455907,1836.6763275652356,0.06519077633049501
BHEL,reversal,2025-05-26,2025-06-23,260.59999371130596,206.41527255973872,252.4534454345703,148,38568.79906927328,96.4219976731832,time,20,-0.150347701411028,-1302.1111426300583,-0.03376073857760884
SCHAEFFLER,reversal,2025-05-26,2025-06-23,3976.2834344773914,3406.1998804457858,3868.371337890625,14,55667.96808268348,139.1699202067087,time,20,-0.1892917201761336,-1649.9392724214388,-0.02963893472761191
